"hauljoin","region","subregion","vessel","cruise","haul","year","month","station","lon","lat","bdepth","btemp","slope","aspectE","aspectN","curve","bcurrentU","bcurrentV","bcurrentUSD","bcurrentVSD","tmax","phi","BPI","sponge","coral","pen","area","area.1","salshark","j_dogfish","a_dogfish","sleeper","j_big_sk","a_big_sk","j_ber_sk","a_ber_sk","j_long_sk","a_long_sk","j_mud_sk","a_mud_sk","j_ak_sk","a_ak_sk","j_alt_sk","a_alt_sk","j_white_sk","a_white_sk","sanddab","ej_atf","j_atf","a_atf","j_kam","a_kam","j_turbot","a_turbot","halibut","ej_fhs","j_fhs","a_fhs","j_berfl","a_berfl","slender","arctics","j_petrale","a_petrale","ej_english","j_english","a_english","ej_dover","j_dover","a_dover","deepsea","ej_rex","j_rex","a_rex","ej_yfs","j_yfs","a_yfs","lhdab","j_sakahalin","a_sakahalin","ej_starry","j_starry","a_starry","j_sands","a_sands","ej_nrs","j_nrs","a_nrs","j_srs","a_srs","ej_butter","a_butter","ej_akplce","j_akplce","a_akplce","ej_sable","j_sable","a_sable","pgrndr","j_yil","a_yil","j_great","a_great","j_bigmouth","a_bigmouth","a_pacsand","ej_pcod","j_pcod","a_pcod","ej_poll","j_poll","a_poll","j_atka","a_atka","j_eula","a_eula","cap","j_ssth","a_ssth","bfth","j_lsth","a_lsth","j_rebs","a_rebs","j_rough","a_rough","j_bspot","a_bspot","ej_pop","j_pop","a_pop","j_slvrgrey","a_slvrgrey","copper","j_dark","a_dark","j_dusky","a_dusky","j_dblotch","a_dblotch","j_splitnose","a_splitnose","j_gstripe","a_gstripe","j_widow","a_widow","j_ytail","a_ytail","j_rose","a_rose","j_quill","a_quill","j_black","a_black","bgill","tiger","a_boca","j_canary","a_canary","j_north","a_north","j_rdstrp","a_rdstrp","j_yeye","a_yeye","j_rdband","a_rdband","j_strptail","a_strptail","j_hquin","a_hquin","pygmy","j_shchin","a_shchin","j_sraker","a_sraker","ymouth","tanner","snow","gking","rking","bking","octo"
-19804,"EBS","NBS",162,201902,56,2019,8,"X-22",-901172.24093075,1531821.31607444,50,0.8,0.0149834146723151,-0.517819285392761,0.853386342525482,1.48288454511203e-05,-0.000186390956514515,0.00123672583140433,0.00347813405096531,0.00852341111749411,21.5273838043213,4.74019575119019,0,0,0,0,0.04627692,0.04627692,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,142,0,14,2,0,0,0,0,0,8,25,45,0,0,0,0,0,21,417,0,0,0,0,0,0,1,0,0,0,0,0,38,6,63,584,1181,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0
-19803,"EBS","NBS",162,201902,55,2019,8,"X-23",-935172.24093075,1541821.31607444,55,0.8,0.0724813640117645,-0.816541075706482,0.505696475505829,-0.00039086933247745,-0.00046405493048951,0.00133298453874886,0.0107611482962966,0.0131964478641748,19.0155982971191,5.09990549087524,-4,0,0,0,0.046174526,0.046174526,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,178,0,23,18,0,0,0,0,0,0,3,139,0,0,0,0,0,3,168,0,0,0,0,0,0,1,0,0,0,0,0,26,25,44,50,943,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
-19802,"EBS","NBS",162,201902,54,2019,8,"X-24",-967172.24093075,1551321.31607444,65,0.1,0.0728308754041791,0.189999286085367,0.0402787290513515,0.000130684723488594,-0.000711914297426119,0.000811814999906346,0.0033321842784062,0.00300014967797324,17.4481320381165,5.38604700565338,1.62797346711159,0,0,0,0.05095434,0.05095434,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,0,14,34,0,0,0,0,0,2,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,40,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,0,0,0,0
-19801,"EBS","NBS",162,201902,53,2019,8,"X-25",-1002572.24093075,1560221.31607444,69,-0.5,0.0370851155370474,-0.753565752506256,0.506243523955345,-2.24885933107544e-05,-0.000221184044494294,0.000923311058431864,0.00970122311264277,0.0104160472750664,16.4989177703857,5.91514921188354,0.149621868133545,0,0,0,0.05221722,0.05221722,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,8,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0
-19791,"EBS","NBS",162,201902,52,2019,8,"X-26",-1036172.24093075,1572821.31607444,74,-0.1,0.0227384582782785,-0.0789532760779063,0.953229347864787,-2.95511745207477e-05,-0.000362703275944417,0.00113633748454352,0.00228477315977216,0.0018202195642516,17.2239519755046,5.85053332646688,0,0,0,0,0.053440604,0.053440604,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,83,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70,0,3,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,19,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0,0,0,0
-19789,"EBS","NBS",162,201902,50,2019,8,"Y-25",-994172.24093075,1598821.31607444,74,-0.2,0.0595363713800907,-0.169171214103699,0.97787618637085,-2.02962637558812e-05,-0.000854813086334616,0.000667084939777851,0.0046124798245728,0.00489449268206954,15.746958732605,5.52323150634766,0.262377500534058,0,0,0,0.060247296,0.060247296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,23,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,7,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193,0,0,0,0
-19788,"EBS","NBS",162,201902,49,2019,8,"Y-24",-960572.24093075,1589221.31607444,70,-0.6,0.0774060189723969,-0.896886456012726,0.276823908090591,-0.000454238228849135,-0.00101657703053206,0.000324265021481551,0.00540736950933933,0.00903809163719416,17.396875,5.09621200561523,-2.82264142036438,0,0,0,0.049899815,0.049899815,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,2,517,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587,0,0,0,0
-19786,"EBS","NBS",162,201902,47,2019,8,"Y-23",-927572.24093075,1581221.31607444,62,-0.5,0.0189662238582969,-0.789114713668823,0.291974440589547,-2.7288509409118e-05,-0.00127049311995506,0.000419119419530034,0.00391896176151931,0.0115340696647763,19.6590431213379,4.82017908096313,-0.623738592863083,0,0,0,0.049891916,0.049891916,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0,38,37,0,0,0,0,0,0,4,9,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,12,8,9,6,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
-19779,"EBS","NBS",162,201902,41,2019,8,"BB-22",-868172.24093075,1678321.31607444,53,1.5,0.116817358881235,-0.286295481026173,0.0565532743930817,-0.000218419476368581,0.0323091633617878,0.0503355916589499,0.00553592457436025,0.00691418000496924,23.365213394165,4.19911050796509,-0.5,14.722,0,0,0.033245667,0.033245667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,20,21,0,7,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0
-19778,"EBS","NBS",162,201902,40,2019,8,"BB-21",-837672.24093075,1674821.31607444,32,3.8,0.180127998813987,-0.121706902980804,0.446922644972801,0.000587170114158653,0.0338834524154663,0.0306742056272924,0.00589273683726788,0.00934723275713623,27.4930667877197,4.04308533668518,2.32804775238037,1.039,0,0,0.042423905,0.042423905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,146,321,0,0,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3660,0,0,3,0
-19777,"EBS","NBS",162,201902,39,2019,8,"AA-21",-832172.24093075,1633321.31607444,21,8.3,0.815711706876755,-0.49572491645813,-0.0737015306949615,-0.0026734619459603,0.0133476429618895,-0.002949706511572,0.00361313542816788,0.00550898932851851,22.6739473342896,3.97889840602875,-2.35127919912338,0,0,0,0.023344632,0.023344632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,1,7,0,0,32,59,0,0,0,0,0,0,105,0,0,0,0,0,0,0,39,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
-19771,"EBS","NBS",162,201902,38,2019,8,"BB-20",-800772.24093075,1659421.31607444,29,4.4,0.0649050883948803,-0.190997475385666,-0.326905312016606,-8.3554521552287e-06,0.0326098896563053,-0.00421149502508342,0.00338435592129827,0.00521122571080923,22.8622680664063,3.75689907073975,-0.00527228377759457,0,0,0,0.043490564,0.043490564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,48,25,3,0,0,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,6,61,23,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056,0,0,26,0
-19770,"EBS","NBS",162,201902,37,2019,8,"CC-21",-818838.907597417,1691487.98274111,40,2,0.0294108043114344,-0.432366922497749,0.453051234285037,-0.000149388515637838,0.0434363186359406,0.0488801014920076,0.00518796592950821,0.00461955508217216,21.4184137980143,3.83176938692729,0,1.588,0,0,0.041962032,0.041962032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,37,25,3,4,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,0,0,4,0
-19769,"EBS","NBS",162,201902,36,2019,8,"CC-20",-792672.24093075,1695821.31607444,37,1.9,0.083616710267961,0.334213513880968,0.71792072057724,5.7610920521256e-05,0.0425861906260252,0.0265698339790106,0.00300646288087592,0.00946542737074196,16.9408383369446,3.67496591806412,0.0488973893225193,11.75,0,0,0.0424312,0.0424312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,3,0,0,0,0,0,0,3,14,2,0,0,0,0,0,9,15,0,0,0,0,0,0,0,1,0,0,0,1,26,21,2,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,1,0
-19768,"EBS","NBS",162,201902,35,2019,8,"DD-20",-786172.24093075,1729321.31607444,48,2.7,0.136815048754215,0.158689450472593,-0.0909820003435016,-0.00019528861434992,0.0135489609092474,0.0304614738561213,0.0025073352153413,0.0043390880455263,11.235381603241,3.6364158987999,0.270894050598145,0,0,0,0.048643712,0.048643712,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,23,20,10,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,0,0,0,0
-19767,"EBS","NBS",162,201902,34,2019,8,"DD-19",-750572.24093075,1723221.31607444,47,1.8,0.0500868119299412,-0.016130305826664,0.0477967292070389,-7.32738360966323e-05,0.00824670810252428,0.0241307005286217,0.00303717306815088,0.00297111035324633,10.8882986068726,3.32376027107239,0,0,0,0,0.04694875,0.04694875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,1,0,0,1,0,2,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,2,35,23,3,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2047,0,0,1,0
-19766,"EBS","NBS",162,201902,33,2019,8,"DD-18",-715172.24093075,1714321.31607444,44,2.2,0.14052302762866,-0.380432926118374,0.154294282197952,-1.36464477691334e-05,0.00402560702059418,0.0223378483206034,0.00332234054803848,0.00416026869788766,10.7891063690186,2.97496473789215,-0.13822977244854,0,0,0,0.025056885,0.025056885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,11,39,3,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0,1,0
-19765,"EBS","NBS",162,201902,32,2019,8,"CC-18",-721772.24093075,1678421.31607444,40,2.4,0.0864568568766117,-0.213784079998732,-0.290406662225723,0.000172263295098674,0.00762821966782212,0.0178643852472305,0.00429527210071683,0.00753990523517132,15.0517204284668,3.10392956733704,0.494373714923859,0,0,0,0.040053124,0.040053124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,2,12,2,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,0,0,1,0
-19758,"EBS","NBS",162,201902,31,2019,8,"CC-19",-757672.24093075,1683821.31607444,39,2.6,0.0377739076502621,0.126146741211414,0.814171105623245,-1.43799529723765e-05,0.0198093079961836,0.0169765991158783,0.00198669586097822,0.00152472124318592,15.8076627254486,3.38656169176102,0.060031283646822,0,0,0,0.04323748,0.04323748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,6,38,5,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2527,0,0,1,0
-19757,"EBS","NBS",162,201902,30,2019,8,"BB-19",-763372.24093075,1649021.31607444,35,3.3,0.0339825259521604,-0.159173105657101,-0.139938533306122,-4.54462362540653e-05,0.0186317630112171,0.00978152863681316,0.00571923088282347,0.00665224408730865,18.5959579467773,3.48912572860718,-0.129156887531281,0.716,0,0,0.04079102,0.04079102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,27,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66,63,0,0,68,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,6,0
-19756,"EBS","NBS",162,201902,29,2019,8,"AA-19",-771422.24093075,1612571.31607444,39,7.2,0.0623530184384435,-0.0771929509937763,0.456489086151123,0.000274185726084397,0.0161028229631484,0.00146015788777731,0.00256561452988535,0.00284301227657124,17.0052518844604,3.59603798389435,-0.0181858241558075,0,0,0,0.040155458,0.040155458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,2,0,0,0,2,0,0,7,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,12,19,24,107,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0
-19755,"EBS","NBS",162,201902,28,2019,8,"AA-18",-734922.24093075,1606071.31607444,36,6.3,0.0440629934892058,-0.177165944129229,-0.645761348307133,-8.93016822374193e-05,0.00860510137863457,0.00393125839764252,0.00707247236277908,0.00701232138089836,19.475293636322,3.47924888134003,0,0,0,0,0.042849286,0.042849286,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,123,0,2,0,0,0,0,0,0,0,3,8,0,0,0,0,0,8,152,0,0,0,0,0,0,0,0,0,0,0,0,15,42,39,172,92,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
-19754,"EBS","NBS",162,201902,27,2019,8,"BB-18",-731172.24093075,1637821.31607444,35,3.1,0.0138968108221889,-0.975451111793518,0.170664101839066,-1.60405361384619e-05,0.0108416089788079,0.0101715987548232,0.00415204837918282,0.00517921894788742,18.2584991455078,3.37494397163391,0,0,0,0,0.046203726,0.046203726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,10,2,0,0,0,0,0,44,24,3,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,34,57,0,0,99,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324,0,0,0,0
-19742,"EBS","NBS",162,201902,26,2019,8,"BB-01",-690922.24093075,1635071.31607444,37,3,0.0869947709143162,-0.30001637339592,0.0602706670761108,-0.000147111136243439,-0.00341841735644266,0.0148119102232158,0.00376993819372728,0.00383642403176054,16.1533350944519,3.21649384498596,0.0286390762776136,0,0,0,0.04192901,0.04192901,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,13,2,0,0,0,0,0,0,40,2,11,0,0,0,0,0,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0
-19741,"EBS","NBS",162,201902,25,2019,8,"BB-02",-657172.24093075,1627321.31607444,35,4,0.0471247984096408,0.136954441666603,0.658891260623932,0.000143468227179255,-0.0125319748185575,0.0156804444268346,0.00964217819273472,0.00277475221082568,14.8893322944641,3.28374123573303,0.409142106771469,0,0,0,0.041747088,0.041747088,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,33,2,0,0,0,0,2,0,0,5,0,2,0,0,0,0,0,43,37,0,0,0,0,0,0,0,0,0,0,0,1,25,14,958,978,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0
-19740,"EBS","NBS",162,201902,24,2019,8,"CC-02",-654172.24093075,1662821.31607444,31,5.5,0.100974295598765,-0.0851751665274302,0.35926099618276,-0.00123933238986259,-0.020363936200738,0.0227171412358681,0.00561479354898135,0.00614379656811555,15.2604722976685,3.07978312174479,-0.532638964553674,0,0,0,0.039127176,0.039127176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73,18,3,1,0,0,0,1,0,0,16,2,8,0,0,0,0,0,20,6,0,0,0,0,0,0,2,0,0,0,0,6,68,11,494,42,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,0,12,0,0
-19739,"EBS","NBS",162,201902,23,2019,8,"CC-01",-688172.24093075,1670821.31607444,40,3.4,0.0256003756076097,0.267737746238708,0.061677772551775,0.000125464503071271,-0.0108343018218875,0.0239570792764425,0.00588847231119871,0.00777755212038755,13.5340404510498,2.95409059524536,0.337574988603592,0,0,0,0.038851092,0.038851092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,10,2,2,0,0,0,0,0,23,0,10,0,0,0,0,0,10,36,0,0,0,0,0,0,0,0,0,0,0,0,8,28,6,13,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1,0
